grey_peg_vertical,140,200
grey_peg_vertical,210,200
grey_peg_vertical,140,235
grey_peg_vertical,210,235
grey_peg_vertical,140,270
grey_peg_vertical,210,270
grey_peg_vertical,140,305
grey_peg_vertical,210,305
grey_peg_vertical,140,410
grey_peg_vertical,210,410
grey_peg_vertical,140,445
grey_peg_vertical,210,445
grey_peg_vertical,140,480
grey_peg_vertical,210,480
grey_peg_vertical,140,515
grey_peg_vertical,210,515
blue_peg,175,220
blue_peg,175,280
blue_peg,175,430
blue_peg,175,490
grey_peg_vertical,884,200
grey_peg_vertical,814,200
grey_peg_vertical,884,235
grey_peg_vertical,814,235
grey_peg_vertical,884,270
grey_peg_vertical,814,270
grey_peg_vertical,884,305
grey_peg_vertical,814,305
grey_peg_vertical,884,410
grey_peg_vertical,814,410
grey_peg_vertical,884,445
grey_peg_vertical,814,445
grey_peg_vertical,884,480
grey_peg_vertical,814,480
grey_peg_vertical,884,515
grey_peg_vertical,814,515
blue_peg,849,220
blue_peg,849,280
blue_peg,849,430
blue_peg,849,490
blue_peg_horizontal,320,240
blue_peg_horizontal,352,240
blue_peg_horizontal,384,240
blue_peg_horizontal,416,240
blue_peg_horizontal,448,240
blue_peg_horizontal,480,240
blue_peg_horizontal,512,240
blue_peg_horizontal,544,240
blue_peg_horizontal,576,240
blue_peg_horizontal,608,240
blue_peg_horizontal,640,240
blue_peg_horizontal,672,240
blue_peg_horizontal,704,240
blue_peg_horizontal,320,430
blue_peg_horizontal,352,430
blue_peg_horizontal,384,430
blue_peg_horizontal,416,430
blue_peg_horizontal,448,430
blue_peg_horizontal,480,430
blue_peg_horizontal,512,430
blue_peg_horizontal,544,430
blue_peg_horizontal,576,430
blue_peg_horizontal,608,430
blue_peg_horizontal,640,430
blue_peg_horizontal,672,430
blue_peg_horizontal,704,430
