blue_peg,100,100
blue_peg,180,100
blue_peg,260,100
blue_peg,340,100
blue_peg,420,100
blue_peg,500,100
blue_peg,580,100
blue_peg,660,100
blue_peg,740,100
blue_peg,820,100
blue_peg,900,100
blue_peg,100,180
blue_peg,180,180
blue_peg,260,180
grey_peg,340,180
blue_peg,420,180
blue_peg,500,180
blue_peg,580,180
grey_peg,660,180
blue_peg,740,180
blue_peg,820,180
blue_peg,900,180
blue_peg,100,260
blue_peg,180,260
blue_peg,260,260
blue_peg,340,260
blue_peg,420,260
blue_peg,500,260
blue_peg,580,260
blue_peg,660,260
blue_peg,740,260
blue_peg,820,260
blue_peg,900,260
blue_peg,100,340
blue_peg,180,340
blue_peg,260,340
blue_peg,340,340
blue_peg,420,340
blue_peg,500,340
blue_peg,580,340
blue_peg,660,340
blue_peg,740,340
blue_peg,820,340
blue_peg,900,340
blue_peg,100,420
blue_peg,180,420
blue_peg,260,420
blue_peg,340,420
blue_peg,420,420
blue_peg,500,420
blue_peg,580,420
blue_peg,660,420
blue_peg,740,420
blue_peg,820,420
blue_peg,900,420
blue_peg,100,500
blue_peg,180,500
blue_peg,260,500
blue_peg,340,500
blue_peg,420,500
blue_peg,500,500
blue_peg,580,500
blue_peg,660,500
blue_peg,740,500
blue_peg,820,500
blue_peg,900,500
blue_peg,100,580
blue_peg,180,580
blue_peg,260,580
grey_peg,340,580
blue_peg,420,580
blue_peg,500,580
blue_peg,580,580
grey_peg,660,580
blue_peg,740,580
blue_peg,820,580
blue_peg,900,580
blue_peg,100,660
blue_peg,180,660
blue_peg,260,660
blue_peg,340,660
blue_peg,420,660
blue_peg,500,660
blue_peg,580,660
blue_peg,660,660
blue_peg,740,660
blue_peg,820,660
blue_peg,900,660
blue_peg,100,140
blue_peg,180,140
blue_peg,260,140
blue_peg,340,140
blue_peg,420,140
blue_peg,500,140
blue_peg,580,140
blue_peg,660,140
blue_peg,740,140
blue_peg,820,140
blue_peg,900,140
blue_peg,100,220
blue_peg,180,220
blue_peg,260,220
blue_peg,340,220
blue_peg,420,220
blue_peg,500,220
blue_peg,580,220
blue_peg,660,220
blue_peg,740,220
blue_peg,820,220
blue_peg,900,220
blue_peg,100,300
blue_peg,180,300
blue_peg,260,300
blue_peg,340,300
blue_peg,420,300
blue_peg,500,300
blue_peg,580,300
blue_peg,660,300
blue_peg,740,300
blue_peg,820,300
blue_peg,900,300
blue_peg,100,380
blue_peg,180,380
blue_peg,260,380
blue_peg,340,380
blue_peg,420,380
blue_peg,500,380
blue_peg,580,380
blue_peg,660,380
blue_peg,740,380
blue_peg,820,380
blue_peg,900,380
blue_peg,100,460
blue_peg,180,460
blue_peg,260,460
blue_peg,340,460
blue_peg,420,460
blue_peg,500,460
blue_peg,580,460
blue_peg,660,460
blue_peg,740,460
blue_peg,820,460
blue_peg,900,460
blue_peg,100,540
blue_peg,180,540
blue_peg,260,540
blue_peg,340,540
blue_peg,420,540
blue_peg,500,540
blue_peg,580,540
blue_peg,660,540
blue_peg,740,540
blue_peg,820,540
blue_peg,900,540
blue_peg,100,620
blue_peg,180,620
blue_peg,260,620
blue_peg,340,620
blue_peg,420,620
blue_peg,500,620
blue_peg,580,620
blue_peg,660,620
blue_peg,740,620
blue_peg,820,620
blue_peg,900,620
