blue_peg,150,500
blue_peg,150,400
grey_peg,185,450
grey_peg,839,450
blue_peg,220,520
blue_peg,220,420
grey_peg,255,470
grey_peg,769,470
blue_peg,290,538
blue_peg,290,438
grey_peg,325,488
grey_peg,699,488
blue_peg,360,554
blue_peg,360,454
grey_peg,395,504
grey_peg,629,504
blue_peg,430,566
blue_peg,430,466
grey_peg,458,516
grey_peg,566,516
blue_peg,488,570
blue_peg,488,470
blue_peg,874,500
blue_peg,874,400
blue_peg,804,520
blue_peg,804,420
blue_peg,734,538
blue_peg,734,438
blue_peg,664,554
blue_peg,664,454
blue_peg,594,566
blue_peg,594,466
blue_peg,536,570
blue_peg,536,470
blue_peg_horizontal,230,200
blue_peg_horizontal,270,200
blue_peg_horizontal,310,200
blue_peg_horizontal,350,200
blue_peg_horizontal,230,230
blue_peg_horizontal,270,230
blue_peg_horizontal,310,230
blue_peg_horizontal,350,230
blue_peg_horizontal,794,200
blue_peg_horizontal,754,200
blue_peg_horizontal,714,200
blue_peg_horizontal,674,200
blue_peg_horizontal,794,230
blue_peg_horizontal,754,230
blue_peg_horizontal,714,230
blue_peg_horizontal,674,230
